demand_id,item_id,daily_demand,demand_std_dev,forecasted_demand_next_7d,total_orders_last_month
3073,ITM13072,42.86,4.33,97.12,475
3074,ITM13073,6.02,0.52,144.34,169
3075,ITM13074,7.44,5.36,192.52,960
3076,ITM13075,34.14,2.34,221.33,227
3077,ITM13076,12.31,8.75,61.82,178
3078,ITM13077,39.76,1.49,208.34,612
3079,ITM13078,29.98,0.51,62.94,467
3080,ITM13079,12.26,4.79,299.19,603
3081,ITM13080,24.46,1.98,288.13,367
3082,ITM13081,20.9,7.51,39.7,656
3083,ITM13082,43.78,9.24,199.98,291
3084,ITM13083,2.58,0.9,271.95,977
3085,ITM13084,44.9,4.26,33.4,405
3086,ITM13085,32.95,9.97,45.95,622
3087,ITM13086,37.14,7.46,110.63,910
3088,ITM13087,1.13,9.56,37.76,487
3089,ITM13088,31.78,2.06,266.82,507
3090,ITM13089,29.84,2.6,263.91,491
3091,ITM13090,27.32,1.97,285.13,277
3092,ITM13091,39.51,3.37,69.45,457
3093,ITM13092,28.24,7.38,23.15,972
3094,ITM13093,43.0,2.07,138.94,326
3095,ITM13094,12.4,5.48,265.36,67
3096,ITM13095,40.49,3.06,195.15,805
3097,ITM13096,9.79,8.38,299.51,360
3098,ITM13097,40.84,0.56,272.65,373
3099,ITM13098,47.08,2.62,123.9,96
3100,ITM13099,17.45,6.25,21.46,871
3101,ITM13100,26.96,1.42,11.5,579
3102,ITM13101,33.26,4.93,196.82,945
3103,ITM13102,4.89,4.64,275.57,762
3104,ITM13103,25.21,8.6,138.83,549
3105,ITM13104,18.67,6.44,263.54,814
3106,ITM13105,43.75,6.58,174.35,241
3107,ITM13106,43.96,9.54,38.43,98
3108,ITM13107,35.34,9.83,241.51,143
3109,ITM13108,33.13,6.71,152.85,980
3110,ITM13109,36.95,5.46,24.81,798
3111,ITM13110,18.93,6.28,246.24,783
3112,ITM13111,20.82,4.13,229.72,216
3113,ITM13112,28.13,9.88,142.61,543
3114,ITM13113,46.96,7.2,15.64,303
3115,ITM13114,36.48,3.26,110.61,106
3116,ITM13115,28.0,1.05,136.14,55
3117,ITM13116,38.75,0.92,57.94,287
3118,ITM13117,19.17,2.45,56.66,782
3119,ITM13118,36.79,2.71,58.42,273
3120,ITM13119,21.12,4.44,117.47,639
3121,ITM13120,14.7,2.54,247.09,69
3122,ITM13121,30.88,6.49,230.21,867
3123,ITM13122,34.66,2.51,12.93,826
3124,ITM13123,23.51,2.28,12.8,253
3125,ITM13124,28.71,4.98,32.53,191
3126,ITM13125,35.01,8.94,145.31,425
3127,ITM13126,38.62,4.95,267.78,456
3128,ITM13127,44.88,4.43,62.85,865
3129,ITM13128,18.37,5.99,148.27,129
3130,ITM13129,47.62,2.94,21.82,259
3131,ITM13130,32.23,3.86,15.89,817
3132,ITM13131,39.6,2.53,12.17,361
3133,ITM13132,35.29,5.93,223.64,426
3134,ITM13133,11.07,7.13,16.91,89
3135,ITM13134,4.5,6.9,89.41,402
3136,ITM13135,36.59,2.92,197.06,502
3137,ITM13136,26.04,7.91,189.41,472
3138,ITM13137,35.41,2.93,25.99,763
3139,ITM13138,24.37,1.93,84.43,135
3140,ITM13139,16.3,3.82,195.4,604
3141,ITM13140,14.97,6.18,123.75,285
3142,ITM13141,36.8,1.85,145.09,939
3143,ITM13142,14.56,6.66,70.05,464
3144,ITM13143,36.02,8.7,20.95,631
3145,ITM13144,19.81,3.28,110.11,405
3146,ITM13145,38.77,4.78,208.07,692
3147,ITM13146,8.0,2.67,232.29,693
3148,ITM13147,11.04,3.93,181.83,297
3149,ITM13148,34.61,0.71,124.03,716
3150,ITM13149,28.45,9.56,179.11,791
3151,ITM13150,10.99,4.45,214.45,650
3152,ITM13151,45.24,7.99,229.03,278
3153,ITM13152,14.52,1.86,37.4,588
3154,ITM13153,21.63,8.22,242.87,410
3155,ITM13154,10.91,8.67,28.41,917
3156,ITM13155,20.01,7.3,262.43,799
3157,ITM13156,25.09,9.08,123.75,224
3158,ITM13157,15.47,2.09,168.61,877
3159,ITM13158,38.69,5.03,94.09,853
3160,ITM13159,20.3,6.39,133.73,423
3161,ITM13160,36.75,6.16,255.11,991
3162,ITM13161,11.15,8.68,95.75,110
3163,ITM13162,19.47,2.55,173.61,219
3164,ITM13163,1.39,2.17,197.65,556
3165,ITM13164,38.17,2.91,52.46,824
3166,ITM13165,31.67,8.97,235.57,463
3167,ITM13166,41.07,9.44,299.73,867
3168,ITM13167,23.32,5.91,54.97,165
3169,ITM13168,40.19,5.26,232.69,224
3170,ITM13169,32.73,6.25,52.65,782
3171,ITM13170,1.18,6.35,285.57,473
3172,ITM13171,13.43,2.12,129.19,177
3173,ITM13172,25.2,7.02,294.18,538
3174,ITM13173,31.32,4.8,29.7,54
3175,ITM13174,4.21,5.42,239.38,375
3176,ITM13175,35.55,0.79,147.28,747
3177,ITM13176,27.63,7.76,93.95,221
3178,ITM13177,26.76,8.44,226.89,248
3179,ITM13178,15.31,6.38,194.25,280
3180,ITM13179,30.15,7.61,271.84,849
3181,ITM13180,2.35,5.47,82.15,896
3182,ITM13181,4.17,6.37,282.53,676
3183,ITM13182,36.96,4.25,196.14,382
3184,ITM13183,16.77,8.02,140.63,515
3185,ITM13184,18.0,4.95,25.41,891
3186,ITM13185,11.21,6.96,231.9,473
3187,ITM13186,22.84,6.4,258.94,362
3188,ITM13187,3.55,7.17,244.78,572
3189,ITM13188,15.72,7.96,223.34,473
3190,ITM13189,26.83,5.37,291.13,665
3191,ITM13190,23.82,8.22,256.24,224
3192,ITM13191,49.98,5.22,279.08,947
3193,ITM13192,20.05,9.59,221.84,997
3194,ITM13193,19.96,7.65,247.86,423
3195,ITM13194,25.68,2.13,93.86,681
3196,ITM13195,10.32,8.38,203.98,286
3197,ITM13196,43.94,5.74,69.61,797
3198,ITM13197,29.04,9.85,30.09,866
3199,ITM13198,10.41,7.33,177.98,492
3200,ITM13199,39.88,1.3,237.04,87
3201,ITM13200,2.68,4.25,34.0,833
3202,ITM13201,49.15,5.41,62.57,937
3203,ITM13202,43.39,8.47,36.96,905
3204,ITM13203,29.4,7.43,193.91,812
